pedido_id,cliente_id,product_id,quantidade,data_pedido,canal_venda
PED000986,C00126,P00026,24,2026-08-19,Loja Fisica
PED000987,C00089,P00044,12,2026-08-25,Televendas
PED000988,C00061,P00033,9,2026-09-08,Loja Fisica
PED000989,C00161,P00017,13,2026-09-11,Loja Fisica
PED000990,C00143,P00018,8,2026-08-18,Televendas
PED000991,C00101,P00043,5,2026-08-16,Marketplace
PED000992,C00134,P00044,20,2026-09-10,E-commerce
PED000993,C00107,P00016,19,2026-08-18,Marketplace
PED000994,C00080,P00059,20,2026-08-24,Marketplace
PED000995,C00139,P00009,0,2026-09-03,E-commerce
PED000996,C00036,P00020,23,2026-09-05,E-commerce
PED000997,C92111,P00059,25,2026-08-18,E-commerce
PED000998,C00143,P00035,24,2026-08-17,E-commerce
PED000999,C00082,P00054,5,2026-09-06,Loja Fisica
PED001000,C00196,P00021,14,2026-09-13,Marketplace
PED001001,C00078,P00029,24,2026-09-12,Televendas
PED001002,C00039,P00050,7,2026-08-17,E-commerce
PED001003,C00048,P00002,25,2026-09-02,Televendas
PED001004,C00156,P00037,20,2026-08-21,E-commerce
PED001005,C00060,P00044,1,2026-08-25,Loja Fisica
PED001006,C00177,P00050,16,2026-08-18,Marketplace
PED001007,C00183,P00042,12,2026-08-19,Marketplace
PED001008,C00126,P00031,5,2026-08-19,E-commerce
PED001009,C00058,P00003,14,2026-09-07,Loja Fisica
PED001010,C00070,P00027,8,2026-09-06,E-commerce
PED001011,C00194,P00014,3,2026-08-19,Marketplace
PED001012,C00158,P00032,0,2026-08-24,Marketplace
PED001013,C00110,P00026,25,2026-08-15,Marketplace
PED001014,C00185,P00021,13,2026-09-02,Loja Fisica
PED001015,C00134,P00007,15,2026-08-28,Loja Fisica
PED001016,C00063,P00034,18,2026-08-26,Loja Fisica
PED001017,C00143,P00025,17,2026-09-07,Loja Fisica
PED001018,C00049,P00019,15,2026-08-26,Televendas
PED001019,C00199,P95823,10,2026-08-28,E-commerce
PED001020,C00157,P00059,2,2026-09-05,E-commerce
PED001021,C00119,P00054,21,2026-08-28,Loja Fisica
PED001022,C00185,P00033,4,2026-08-19,E-commerce
PED001023,C00101,P00027,11,2026-08-28,Loja Fisica
PED001024,C00046,P00030,19,2026-09-11,E-commerce
PED001025,C00117,P00006,-2,2026-08-24,E-commerce
PED001026,C00030,P00046,15,2026-09-03,Televendas
PED001027,C00022,P97235,23,2026-08-26,E-commerce
PED001028,C00012,P00050,6,2026-09-12,Televendas
PED001029,C00145,P00056,22,2026-09-10,E-commerce
PED001030,C00042,P00056,5,2026-08-19,Loja Fisica
PED001031,C00108,P00020,10,2026-09-06,Marketplace
PED001032,C00074,P00041,6,2026-08-17,E-commerce
PED001033,C00052,P00001,20,2026-09-07,Televendas
PED001034,C00004,P00030,-10,2026-09-10,Marketplace
PED001035,C00127,P00016,7,2026-09-01,Marketplace
PED001036,C00117,P00027,15,2026-08-16,Loja Fisica
PED001037,C00063,P00057,18,2026-08-22,E-commerce
PED001038,C00013,P00012,5,2026-08-15,Televendas
PED001039,C92436,P00010,2,2026-09-04,Televendas
PED001040,C93906,P00007,14,2026-08-19,E-commerce
PED001041,C00117,P00048,19,2026-08-25,Loja Fisica
PED001042,C00024,P00050,10,2026-08-24,Televendas
PED001043,C00098,P00053,3,2026-09-07,Marketplace
PED001044,C00141,P00005,10,2026-08-29,E-commerce
PED001045,C00032,P00045,0,2026-08-24,Marketplace
PED001046,C00179,P00014,-8,2026-08-15,Loja Fisica
PED001047,C00186,P00045,20,2026-09-12,Televendas
PED001048,C00110,P00039,11,2026-08-22,Televendas
PED001049,C00034,P00040,19,2026-08-29,Marketplace
PED001050,C94171,P00052,6,2026-09-11,E-commerce
PED001051,C00001,P00008,1,2026-08-28,Loja Fisica
PED001052,C00189,P00055,7,2026-09-08,Marketplace
PED001053,C00106,P00003,11,2026-08-25,E-commerce
PED001054,C00003,P00041,7,2026-09-05,Televendas
PED001055,C00066,P00051,3,2026-08-23,Televendas
PED001056,C00130,P00036,11,2026-09-07,Loja Fisica
PED001057,C00030,P00044,11,2026-08-24,Marketplace
PED001058,C00186,P00037,20,2026-09-13,Loja Fisica
PED001059,C00045,P00013,11,2026-09-09,Televendas
PED001060,C00173,P00031,16,2026-09-08,Loja Fisica
PED001061,C00166,P00009,16,2026-08-18,Marketplace
PED001062,C00138,P00058,11,2026-08-28,Marketplace
PED001063,C00191,P00004,17,2026-08-23,Televendas
PED001064,C00143,P00035,1,2026-08-20,Televendas
PED001065,C00091,P00005,5,2026-08-22,Loja Fisica
PED001066,C00087,P00025,21,2026-08-31,E-commerce
PED001067,C00147,P00039,13,2026-08-19,Loja Fisica
PED001068,C00193,P00020,23,2026-09-10,Televendas
PED001069,C00182,P00003,9,2026-08-27,Loja Fisica
PED001070,C00128,P00057,8,2026-08-25,Marketplace
PED001071,C00078,P00014,-6,2026-08-23,E-commerce
PED001072,C00010,P00050,7,2026-09-12,Loja Fisica
PED001073,C00114,P00033,1,2026-09-08,Marketplace
PED001074,C96363,P00010,7,2026-08-24,Marketplace
PED001075,C00037,P00050,4,2026-09-09,E-commerce
PED001076,C00053,P00047,2,2026-08-28,Marketplace
PED001077,C00183,P00056,17,2026-08-17,Loja Fisica
PED001078,C00080,P00060,2,2026-09-04,Loja Fisica
PED001079,C00086,P00030,2,2026-08-17,Televendas
PED001080,C94285,P00037,25,2026-08-23,E-commerce
PED001081,C00050,P00019,9,2026-08-31,Televendas
PED001082,C00198,P00029,22,2026-08-17,Televendas
PED001083,C00039,P00011,9,2026-08-17,Loja Fisica
PED001084,C00160,P00036,17,2026-08-17,E-commerce
PED001085,C00139,P00023,18,2026-08-24,Televendas
PED001086,C00037,P00046,10,2026-09-01,E-commerce
PED001087,C00044,P91831,10,2026-09-02,Televendas
PED001088,C00034,P00002,16,2026-09-11,Loja Fisica
PED001089,C00028,P00025,2,2026-08-16,Marketplace
PED001090,C00101,P00012,23,2026-09-02,Marketplace
PED001091,C00158,P00023,-8,2026-08-24,E-commerce
PED001092,C00146,P00009,3,2026-09-09,Marketplace
PED001093,C00025,P00030,10,2026-09-04,Marketplace
PED001094,C00121,P00015,8,2026-08-18,Televendas
PED001095,C00094,P00026,6,2026-09-05,Televendas
PED001096,C00084,P00030,16,2026-08-14,Loja Fisica
PED001097,C00122,P00008,12,2026-08-29,Marketplace
PED001098,C00044,P00019,25,2026-08-25,E-commerce
PED001099,C00131,P00007,13,2026-09-09,Loja Fisica
PED001100,C00084,P00036,21,2026-08-16,Televendas
PED001101,C00137,P00030,13,2026-09-01,Marketplace
PED001102,C00062,P00040,8,2026-08-31,E-commerce
PED001103,C00124,P00025,3,2026-08-24,E-commerce
PED001104,C00178,P00038,14,2026-09-08,Marketplace
PED001105,C00146,P00051,11,2026-08-31,E-commerce
PED001106,C00045,P00043,22,2026-08-16,Marketplace
PED001107,C00030,P00038,20,2026-08-28,Televendas
PED001108,C00143,P00007,15,2026-08-19,Televendas
PED001109,C00104,P00005,20,2026-08-17,Marketplace
PED001110,C00084,P00032,21,2026-09-04,Loja Fisica
PED001111,C00024,P00014,5,2026-09-11,Loja Fisica
PED001112,C00194,P00010,22,2026-08-18,Marketplace
PED001113,C00137,P00019,13,2026-09-02,Marketplace
PED001114,C00051,P00014,22,2026-09-11,Televendas
PED001115,C00077,P00037,22,2026-08-23,Marketplace
PED001116,C00184,P00059,12,2026-08-16,Loja Fisica
PED001117,C00157,P00033,13,2026-09-10,E-commerce
PED001118,C00076,P00004,12,2026-09-11,Loja Fisica
PED001119,C00001,P00046,18,2026-09-09,Televendas
PED001120,C00029,P00056,10,2026-09-10,Loja Fisica
PED001121,C00061,P00028,23,2026-09-01,Marketplace
PED001122,C00161,P00021,23,2026-08-26,Marketplace
PED001123,C00098,P00028,18,2026-08-20,E-commerce
PED001124,C00122,P00009,7,2026-08-31,Marketplace
PED001125,C00093,P00054,14,2026-08-18,Televendas
PED001126,C00172,P00009,5,2026-08-14,Loja Fisica
PED001127,C00166,P00002,5,2026-09-06,Marketplace
PED001128,C00169,P00028,5,2026-08-16,E-commerce
PED001129,C00165,P00052,14,2026-09-10,Marketplace
PED001130,C00179,P00039,14,2026-09-02,E-commerce
PED001131,C00117,P00033,14,2026-08-31,Marketplace
PED001132,C00099,P00023,8,2026-08-19,Marketplace
PED001133,C00155,P00001,19,2026-08-29,E-commerce
PED001134,C00183,P00033,9,2026-08-27,Televendas
PED001135,C00009,P00003,19,2026-08-29,Televendas
PED001136,C00029,P00038,0,2026-09-13,Loja Fisica
PED001137,C00187,P00047,17,2026-09-10,Televendas
PED001138,C00120,P00034,3,2026-08-30,Loja Fisica
PED001139,C00063,P00031,21,2026-09-06,Loja Fisica
PED001140,C00176,P00041,18,2026-09-08,Televendas
PED001141,C00157,P00004,11,2026-08-31,Loja Fisica
PED001142,C00121,P00030,17,2026-09-11,Marketplace
PED001143,C00147,P00047,11,2026-08-27,Televendas
PED001144,C00076,P00019,6,2026-08-15,Televendas
PED001145,C00187,P93770,19,2026-08-22,Loja Fisica
PED001146,C00147,P00004,22,2026-08-23,Loja Fisica
PED001147,C00074,P00032,3,2026-08-18,Loja Fisica
PED001148,C00072,P00017,5,2026-09-02,Televendas
PED001149,C00071,P00055,9,2026-08-14,Loja Fisica
PED001150,C00155,P00012,19,2026-09-06,E-commerce
PED001151,C00169,P00029,12,2026-09-08,E-commerce
PED001152,C00067,P00051,23,2026-08-21,Marketplace
PED001153,C00047,P00052,17,2026-09-10,Loja Fisica
PED001154,C00088,P00006,5,2026-09-02,E-commerce
PED001155,C00127,P00049,0,2026-09-07,Marketplace
PED001156,C00170,P00029,24,2026-09-03,E-commerce
PED001157,C00054,P00037,-5,2026-09-09,Televendas
PED001158,C00194,P00053,4,2026-08-15,E-commerce
PED001159,C00119,P00026,16,2026-08-23,Marketplace
PED001160,C00192,P00049,18,2026-08-21,Marketplace
PED001161,C00175,P00046,13,2026-08-29,Televendas
PED001162,C00038,P00034,14,2026-08-14,Televendas
PED001163,C00115,P00025,22,2026-08-24,Loja Fisica
PED001164,C00025,P00059,18,2026-09-03,Televendas
PED001165,C00111,P00040,21,2026-09-10,Televendas
PED001166,C00086,P00018,9,2026-09-08,Loja Fisica
PED001167,C00066,P00042,19,2026-08-26,Marketplace
PED001168,C00198,P00044,24,2026-08-21,E-commerce
PED001169,C00134,P00022,22,2026-09-05,E-commerce
PED001170,C00081,P00036,1,2026-09-04,Loja Fisica
PED001171,C00018,P96759,14,2026-08-17,Loja Fisica
PED001172,C00057,P00047,10,2026-08-22,E-commerce
PED001173,C00009,P00002,20,2026-08-16,Loja Fisica
PED001174,C00153,P00043,7,2026-09-13,Loja Fisica
PED001175,C00182,P94027,3,2026-09-10,E-commerce
PED001176,C00029,P00045,6,2026-08-22,Televendas
PED001177,C00120,P00043,3,2026-09-03,Marketplace
PED001178,C00071,P00050,14,2026-09-05,Televendas
PED001179,C00066,P00011,25,2026-08-16,Televendas
PED001180,C00199,P00004,-5,2026-08-26,Televendas
PED001181,C00068,P00012,15,2026-08-16,Marketplace
PED001182,C00052,P00040,13,2026-08-19,Marketplace
PED001183,C00028,P00010,18,2026-09-07,Marketplace
PED001184,C00056,P00040,21,2026-08-17,Marketplace
PED001185,C00184,P00017,4,2026-08-15,Loja Fisica
PED001186,C00019,P00037,24,2026-08-22,Marketplace
PED001187,C00005,P00058,-7,2026-08-18,Loja Fisica
PED001188,C00069,P00010,23,2026-08-24,Marketplace
PED001189,C00148,P98144,17,2026-09-05,Marketplace
PED001190,C00104,P00055,24,2026-09-07,Loja Fisica
PED001191,C00139,P00015,1,2026-08-26,Marketplace
PED001192,C00032,P00037,18,2026-09-12,Televendas
PED001193,C00086,P00044,10,2026-08-26,Loja Fisica
PED001194,C00162,P00042,3,2026-08-25,Televendas
PED001195,C00021,P00054,15,2026-09-07,Televendas
PED001196,C00166,P00013,6,2026-08-31,Loja Fisica
PED001197,C00099,P00043,7,2026-08-23,Marketplace
PED001198,C00028,P00041,23,2026-08-25,Marketplace
PED001199,C00022,P00057,21,2026-08-28,E-commerce
PED001200,C00036,P00003,7,2026-08-14,E-commerce
PED001201,C00126,P00025,3,2026-09-08,Televendas
PED001202,C00128,P00035,15,2026-09-13,Loja Fisica
PED001203,C00010,P00022,2,2026-08-24,Loja Fisica
PED001204,C00104,P00008,7,2026-09-08,Marketplace
PED001205,C00174,P00056,18,2026-08-18,E-commerce
PED001206,C00019,P00003,24,2026-08-18,Marketplace
PED001207,C00168,P00002,0,2026-09-12,Loja Fisica
PED001208,C00180,P00042,5,2026-08-14,E-commerce
PED001209,C00162,P00004,10,2026-09-09,Loja Fisica
PED001210,C00117,P00040,6,2026-09-09,Loja Fisica
PED001211,C00028,P00008,16,2026-09-02,E-commerce
PED001212,C00017,P96312,7,2026-08-27,Televendas
PED001213,C00031,P00044,19,2026-08-31,E-commerce
PED001214,C00083,P00054,7,2026-09-07,Loja Fisica
PED001215,C93314,P00012,11,2026-08-16,Loja Fisica
PED001216,C00194,P00027,6,2026-09-05,Televendas
PED001217,C00142,P00011,0,2026-08-21,Loja Fisica
PED001218,C00026,P00051,21,2026-09-02,Marketplace
PED001219,C00200,P00011,1,2026-09-11,Marketplace
PED001220,C00021,P00001,1,2026-08-19,Loja Fisica
PED001221,C00181,P00042,19,2026-09-11,Televendas
PED001222,C00107,P00045,25,2026-08-29,E-commerce
PED001223,C00053,P00010,21,2026-08-22,Marketplace
PED001224,C00106,P00016,6,2026-09-02,Loja Fisica
PED001225,C96699,P00012,23,2026-08-29,Loja Fisica
PED001226,C00108,P00001,18,2026-08-21,E-commerce
PED001227,C00031,P00034,4,2026-09-02,Televendas
PED001228,C00195,P00035,0,2026-08-21,Marketplace
PED001229,C00071,P00004,7,2026-08-17,E-commerce
PED001230,C00176,P00055,16,2026-08-29,E-commerce
PED001231,C00041,P00043,2,2026-08-15,Televendas
PED001232,C00073,P00014,14,2026-08-22,Televendas
PED001233,C00158,P00052,25,2026-08-28,Loja Fisica
PED001234,C00027,P00048,0,2026-09-12,E-commerce
PED001235,C00008,P00032,17,2026-08-17,Loja Fisica
PED001236,C00061,P00047,15,2026-09-01,Televendas
PED001237,C00108,P00013,24,2026-09-04,Televendas
PED001238,C00059,P00050,4,2026-08-24,E-commerce
PED001239,C00026,P00016,24,2026-08-27,E-commerce
PED001240,C00097,P91890,8,2026-08-16,Marketplace
PED001241,C00112,P00010,7,2026-09-12,Marketplace
PED001242,C00046,P00025,12,2026-08-18,Marketplace
PED001243,C00185,P00013,21,2026-08-25,Televendas
PED001244,C93236,P00022,5,2026-08-15,Loja Fisica
PED001245,C00029,P00055,15,2026-08-28,Marketplace
PED001246,C00044,P00049,11,2026-08-21,Televendas
PED001247,C00155,P00011,21,2026-09-13,E-commerce
PED001248,C00148,P00036,8,2026-08-16,Marketplace
PED001249,C00134,P95573,7,2026-09-01,Marketplace
PED001250,C00004,P00047,14,2026-09-06,E-commerce
PED001251,C00064,P00021,14,2026-09-01,E-commerce
PED001252,C00152,P00010,19,2026-09-11,Loja Fisica
PED001253,C00107,P00003,2,2026-08-29,Loja Fisica
PED001254,C00109,P00034,13,2026-08-29,Loja Fisica
PED001255,C00116,P00032,8,2026-08-16,Loja Fisica
PED001256,C00178,P00047,14,2026-09-13,E-commerce
PED001257,C00034,P00023,10,2026-08-21,Loja Fisica
PED001258,C00005,P00031,22,2026-08-23,E-commerce
PED001259,C00181,P00030,19,2026-09-06,Loja Fisica
PED001260,C00117,P00030,0,2026-08-18,Marketplace
PED001261,C00095,P00041,15,2026-09-05,Loja Fisica
PED001262,C00161,P00005,13,2026-09-11,Televendas
PED001263,C00136,P00003,10,2026-08-27,Televendas
PED001264,C00179,P00040,18,2026-09-01,E-commerce
PED001265,C00176,P00006,20,2026-09-11,Televendas
PED001266,C00189,P00060,-2,2026-08-30,Televendas
PED001267,C00099,P00024,15,2026-09-02,Loja Fisica
PED001268,C00094,P00024,6,2026-09-03,Loja Fisica
PED001269,C00144,P00046,25,2026-08-20,E-commerce
PED001270,C00086,P00016,18,2026-08-17,Marketplace
PED001271,C00189,P00049,19,2026-09-10,E-commerce
PED001272,C00193,P00048,25,2026-08-21,Televendas
PED001273,C00091,P00058,9,2026-08-30,Marketplace
PED001274,C00071,P00004,3,2026-08-25,Televendas
PED001275,C00116,P00032,17,2026-08-30,Loja Fisica
PED001276,C00121,P00046,18,2026-09-04,Televendas
PED001277,C00116,P00040,12,2026-09-08,Loja Fisica
PED001278,C00049,P00058,15,2026-08-16,Loja Fisica
PED001279,C00101,P00058,6,2026-08-23,Loja Fisica
PED001280,C00028,P93465,9,2026-08-17,E-commerce
PED001281,C00053,P00034,21,2026-08-14,Televendas
PED001282,C00107,P00044,18,2026-09-12,E-commerce
PED001283,C00122,P00023,14,2026-08-28,Loja Fisica
PED001284,C00075,P00013,3,2026-08-14,E-commerce
PED001285,C98965,P00042,11,2026-08-27,Televendas
PED001286,C00152,P00043,23,2026-08-30,Marketplace
PED001287,C00118,P00020,0,2026-08-18,Televendas
PED001288,C00067,P00015,16,2026-08-25,Televendas
PED001289,C00198,P00055,2,2026-08-18,Televendas
PED001290,C00073,P00030,6,2026-09-02,E-commerce
PED001291,C00183,P00035,10,2026-08-19,E-commerce
PED001292,C00182,P00045,22,2026-09-08,E-commerce
PED001293,C00042,P00016,0,2026-08-15,Televendas
PED001294,C00113,P00017,-6,2026-08-19,E-commerce
PED001295,C00089,P00010,12,2026-08-28,E-commerce
PED001296,C00137,P00020,4,2026-09-12,Loja Fisica
PED001297,C00104,P96246,16,2026-09-07,E-commerce
PED001298,C00040,P00001,24,2026-08-31,Televendas
PED001299,C00166,P00046,10,2026-08-29,Televendas
PED001300,C00194,P00037,22,2026-08-18,Marketplace
PED001301,C00087,P00045,4,2026-09-06,Marketplace
PED001302,C91406,P00009,22,2026-08-31,Loja Fisica
PED001303,C00103,P00040,8,2026-08-28,Televendas
PED001304,C00024,P00021,2,2026-09-02,E-commerce
PED001305,C00150,P00034,8,2026-09-08,Televendas
PED001306,C00051,P00002,3,2026-08-31,Marketplace
PED001307,C00174,P00043,3,2026-08-30,Marketplace
PED001308,C00050,P00032,11,2026-09-02,Loja Fisica
PED001309,C00171,P00024,13,2026-08-18,Marketplace
PED001310,C00095,P00025,12,2026-08-14,Televendas
PED001311,C00089,P00023,10,2026-08-28,Loja Fisica
PED001312,C00056,P95728,15,2026-09-06,Marketplace
PED001313,C00042,P00052,24,2026-09-11,Marketplace
PED001314,C00187,P00058,14,2026-08-18,Loja Fisica
PED001315,C00037,P00014,10,2026-08-29,Televendas
PED001316,C00017,P00060,19,2026-09-07,Marketplace
PED001317,C00023,P93865,14,2026-09-03,Televendas
PED001318,C00143,P00030,23,2026-09-01,E-commerce
PED001319,C00052,P00012,13,2026-08-23,Marketplace
PED001320,C00011,P00053,10,2026-09-09,Televendas
PED001321,C00127,P00036,-1,2026-08-28,E-commerce
PED001322,C00040,P00017,-5,2026-09-13,Marketplace
PED001323,C00107,P00012,16,2026-09-12,E-commerce
PED001324,C00008,P00008,-10,2026-08-22,Marketplace
PED001325,C00191,P00024,19,2026-08-29,Marketplace
PED001326,C00067,P00041,22,2026-08-29,Loja Fisica
PED001327,C00096,P00033,24,2026-09-01,Loja Fisica
PED001328,C00067,P00011,19,2026-08-15,E-commerce
PED001329,C00082,P00030,23,2026-08-18,Televendas
PED001330,C00042,P00004,9,2026-08-25,Marketplace
PED001331,C00163,P00059,12,2026-08-15,Televendas
PED001332,C00075,P00034,21,2026-09-12,Loja Fisica
PED001333,C00132,P00013,25,2026-09-03,E-commerce
PED001334,C00196,P00007,20,2026-09-07,E-commerce
PED001335,C96939,P00021,11,2026-09-09,Televendas
PED001336,C00025,P00035,19,2026-08-25,E-commerce
PED001337,C00004,P00009,17,2026-08-23,Televendas
PED001338,C00200,P00032,14,2026-08-24,E-commerce
PED001339,C00027,P00014,5,2026-08-30,E-commerce
PED001340,C00049,P00051,18,2026-09-02,Loja Fisica
PED001341,C00107,P00030,3,2026-08-17,E-commerce
PED001342,C00005,P00031,12,2026-08-23,Televendas
PED001343,C00036,P00053,0,2026-09-11,Televendas
PED001344,C00182,P00020,1,2026-09-06,Loja Fisica
PED001345,C00057,P00009,23,2026-08-18,E-commerce
PED001346,C00079,P00009,7,2026-08-18,Loja Fisica
PED001347,C00109,P00045,25,2026-09-08,Loja Fisica
PED001348,C00020,P00002,25,2026-08-29,Marketplace
PED001349,C00011,P00013,4,2026-08-15,Loja Fisica
PED001350,C00121,P00008,9,2026-08-15,Loja Fisica
PED001351,C00078,P00043,1,2026-09-07,Loja Fisica
PED001352,C00032,P00059,20,2026-08-20,E-commerce
PED001353,C00048,P00043,12,2026-08-14,Loja Fisica
PED001354,C00038,P00055,24,2026-09-13,Televendas
PED001355,C00149,P00023,12,2026-08-19,E-commerce
PED001356,C00130,P00037,0,2026-08-17,Loja Fisica
PED001357,C00184,P00013,10,2026-08-19,Loja Fisica
PED001358,C00186,P00007,7,2026-09-12,Marketplace
PED001359,C00094,P00045,19,2026-08-19,Marketplace
PED001360,C00173,P00007,6,2026-09-09,Televendas
PED001361,C00098,P00028,7,2026-08-30,E-commerce
PED001362,C00105,P00008,25,2026-08-24,Loja Fisica
PED001363,C00120,P00008,17,2026-08-18,Marketplace
PED001364,C00196,P00024,23,2026-08-23,Loja Fisica
PED001365,C00022,P00021,16,2026-08-17,Marketplace
PED001366,C00073,P00030,20,2026-09-06,Televendas
PED001367,C98011,P00054,15,2026-08-21,Marketplace
PED001368,C00049,P00055,3,2026-09-11,Marketplace
PED001369,C00174,P00024,-7,2026-08-14,Marketplace
PED001370,C00113,P00034,22,2026-09-04,Loja Fisica
PED001371,C00031,P00010,13,2026-08-26,Loja Fisica
PED001372,C00190,P00060,6,2026-08-16,Televendas
PED001373,C00051,P00022,7,2026-09-02,Marketplace
PED001374,C00032,P00015,14,2026-09-06,Marketplace
PED001375,C00072,P00049,23,2026-09-07,Televendas
PED001376,C00194,P00051,21,2026-09-13,Marketplace
PED001377,C00092,P00031,22,2026-09-02,Marketplace
PED001378,C00125,P00033,9,2026-08-18,Marketplace
PED001379,C00028,P00008,9,2026-08-29,Marketplace
PED001380,C00060,P00041,5,2026-08-14,Loja Fisica
PED001381,C00189,P00004,0,2026-08-29,Loja Fisica
PED001382,C00098,P00039,22,2026-08-24,E-commerce
PED001383,C00078,P00040,20,2026-08-17,Loja Fisica
PED001384,C00170,P00049,17,2026-09-07,Marketplace
PED001385,C00120,P00013,10,2026-09-04,Marketplace
PED001386,C00126,P00033,9,2026-08-31,Televendas
PED001387,C00139,P00035,1,2026-09-13,Loja Fisica
PED001388,C00111,P00057,4,2026-08-26,Marketplace
PED001389,C00081,P00055,-1,2026-08-28,Marketplace
PED001390,C00046,P00036,0,2026-09-10,Televendas
PED001391,C00126,P92792,5,2026-08-23,Marketplace
PED001392,C00146,P00044,16,2026-09-04,Marketplace
PED001393,C00122,P00036,6,2026-08-30,Loja Fisica
PED001394,C00101,P00017,16,2026-09-01,Marketplace
PED001395,C92006,P00044,12,2026-09-07,Televendas
PED001396,C00008,P00038,2,2026-08-18,Televendas
PED001397,C00090,P00052,24,2026-09-01,Loja Fisica
PED001398,C00196,P00058,21,2026-08-24,Marketplace
PED001399,C00025,P00028,12,2026-08-25,Marketplace
PED001400,C00090,P00004,22,2026-08-21,E-commerce
PED001401,C00061,P00042,10,2026-09-01,Loja Fisica
PED001402,C00177,P00005,10,2026-08-17,Televendas
PED001403,C00044,P00002,18,2026-08-24,Loja Fisica
PED001404,C00118,P00043,14,2026-09-01,Marketplace
PED001405,C00069,P00002,23,2026-08-29,Loja Fisica
PED001406,C00082,P00025,19,2026-08-26,Televendas
PED001407,C00147,P00007,16,2026-08-17,E-commerce
PED001408,C00087,P00032,17,2026-09-08,Televendas
PED001409,C00043,P00040,10,2026-08-25,Marketplace
PED001410,C00052,P00032,21,2026-09-10,Loja Fisica
PED001411,C00138,P00014,10,2026-08-22,Loja Fisica
PED001412,C00077,P00037,13,2026-09-08,E-commerce
PED001413,C95478,P00048,3,2026-09-05,Loja Fisica
PED001414,C00018,P00037,17,2026-08-29,Marketplace
PED001415,C00054,P00023,3,2026-09-03,Televendas
PED001416,C00130,P00052,10,2026-08-27,Televendas
PED001417,C00052,P00027,13,2026-08-22,Marketplace
PED001418,C00172,P00049,18,2026-08-19,Loja Fisica
PED001419,C00161,P00046,17,2026-09-10,E-commerce
PED001420,C00148,P00032,7,2026-09-04,Marketplace
PED001421,C00069,P00060,21,2026-08-31,Marketplace
PED001422,C00145,P00047,21,2026-08-15,E-commerce
PED001423,C00094,P00030,5,2026-08-21,E-commerce
PED001424,C00192,P00044,25,2026-08-23,Marketplace
PED001425,C00106,P00021,3,2026-09-03,E-commerce
PED001426,C00106,P00018,10,2026-09-03,E-commerce
PED001427,C00066,P00044,20,2026-08-21,Marketplace
PED001428,C00062,P00008,5,2026-08-20,Loja Fisica
PED001429,C00063,P00052,10,2026-08-28,Marketplace
PED001430,C00144,P00028,14,2026-09-03,Loja Fisica
PED001431,C00052,P00011,9,2026-08-18,Loja Fisica
PED001432,C00067,P00051,9,2026-09-04,E-commerce
PED001433,C00165,P00055,2,2026-09-13,Marketplace
PED001434,C00006,P00004,3,2026-08-24,Televendas
PED001435,C00017,P00058,14,2026-09-11,Televendas
PED001436,C00172,P00043,3,2026-08-26,E-commerce
PED001437,C00061,P00008,19,2026-09-06,Loja Fisica
PED001438,C00134,P00043,19,2026-09-13,Televendas
PED001439,C00128,P00057,3,2026-08-21,Loja Fisica
PED001440,C00198,P00052,11,2026-08-24,Marketplace
PED001441,C00192,P00048,8,2026-09-12,Marketplace
PED001442,C98200,P00010,4,2026-08-19,E-commerce
PED001443,C00105,P00017,19,2026-08-15,Marketplace
PED001444,C00137,P00024,23,2026-09-13,Loja Fisica
PED001445,C00082,P00035,14,2026-08-29,E-commerce
PED001446,C00072,P00057,5,2026-08-25,Marketplace
PED001447,C00184,P00024,10,2026-08-14,Loja Fisica
PED001448,C00190,P00043,2,2026-09-05,E-commerce
PED001449,C00065,P00036,13,2026-08-23,Televendas
PED001450,C00176,P97364,18,2026-09-10,E-commerce
PED001451,C00003,P00059,13,2026-09-12,Televendas
PED001452,C00078,P00006,25,2026-08-21,Televendas
PED001453,C00054,P00056,6,2026-09-12,Marketplace
PED001454,C00162,P00021,-5,2026-09-03,Marketplace
PED001455,C00021,P00053,25,2026-09-13,Marketplace
PED001456,C00121,P00048,14,2026-09-12,Televendas
PED001457,C00184,P00028,4,2026-09-09,E-commerce
PED001458,C00179,P00017,17,2026-08-16,Televendas
PED001459,C00108,P00039,24,2026-09-09,Televendas
PED001460,C00117,P00045,1,2026-09-07,Loja Fisica
PED001461,C00165,P00042,6,2026-09-03,Marketplace
PED001462,C00165,P00009,1,2026-08-26,E-commerce
PED001463,C00161,P00020,-3,2026-09-01,Loja Fisica
PED001464,C00064,P00034,23,2026-09-07,E-commerce
PED001465,C00153,P00044,14,2026-09-08,Televendas
PED001466,C00116,P00031,24,2026-08-18,Televendas
PED001467,C00045,P00044,19,2026-09-09,Televendas
PED001468,C00073,P00013,3,2026-08-27,Televendas
PED001469,C00047,P00026,13,2026-09-13,E-commerce
PED001470,C00006,P00002,18,2026-09-03,E-commerce
PED001471,C00023,P00030,7,2026-08-22,E-commerce
PED001472,C00013,P00026,20,2026-08-27,Televendas
PED001473,C00039,P00006,12,2026-08-19,Loja Fisica
PED001474,C00004,P00046,17,2026-08-27,Marketplace
PED001475,C00173,P00032,4,2026-08-21,E-commerce
PED001476,C00049,P00056,9,2026-08-23,Marketplace
PED001477,C00098,P00009,14,2026-09-10,E-commerce
PED001478,C00154,P00014,10,2026-09-06,E-commerce
